Year,Category,Hospitals ,Other institutions ,Physicians ,Other professionals: Dental services ,Other professionals: Vision care services ,Other professionals: Other services,Total other professionals,Prescribed drugs ,Non-prescribed drugs ,Total drugs,Capital ,Public health ,Administration ,Other health spending: Health research ,Other health spending: Other ,Total other health spending,Grand total 
2016,A.3.2.2: Percentage by year,9.312111454,10.80197273,0.8578457620000001,20.05403031,5.942420377,5.321765945,31.31821663,25.14536275,7.947610536,33.09297329,2.649113012,,5.41050249,2.309239658,4.2480249830000005,6.55726464,100.0
2017,A.3.2.2: Percentage by year,9.224708316000001,11.04537993,0.76622406,20.27541992,5.953777855,5.39234495,31.62154273,24.92489183,7.886261641,32.81115348,2.562816405,,5.374761019,2.309709049,4.28370502,6.593414069,100.0
2018,A.3.2.2: Percentage by year,9.135986922999999,11.29939364,0.7597898759999999,20.46002448,5.934142476,5.451446938999999,31.84561389,24.52159205,7.793795686,32.31538774,2.772613779,,5.258971251,2.290246362,4.3219965380000005,6.612242901,100.0
1975,A.3.2.3: Expenditures by year,13.74407644,14.18790027,1.156523267,29.61008342,8.221048734,3.529858721,41.36099087,26.49277039,13.20552612,39.69829651,6.898103845,,3.119612538,1.011773858,4.093988974,5.105762832,125.27126659999999
1976,A.3.2.3: Expenditures by year,16.18864322,15.75812339,1.258491148,34.08600754,9.357475932,3.904606404,47.34808987,28.4678618,13.47716112,41.94502293,7.553552297,,2.644838057,1.257995079,3.896741555,5.154736634,137.85149750000002
1977,A.3.2.3: Expenditures by year,17.70717352,16.93487473,1.36125867,40.08022061,10.57787091,4.300547037,54.95863855,30.40412859,13.67668066,44.08080925,7.514837225,,3.8005085569999997,1.533003864,4.070107871,5.603111734,151.9612122
1978,A.3.2.3: Expenditures by year,21.70348745,20.21167724,1.59989447,45.37326873,11.85335618,4.623601474,61.85022638,30.24400129,16.39204474,46.63604603,9.071685018,,3.595592704,1.802951863,3.215985832,5.018937695,169.687547
1979,A.3.2.3: Expenditures by year,25.88768497,24.3921723,2.172042268,50.85167534,12.71648615,5.385069989,68.95323148,32.08276119,20.47507347,52.55783466,7.327223292,,4.135924166000001,2.077139809,3.284293968,5.361433776,190.7875469
1980,A.3.2.3: Expenditures by year,30.560035499999998,29.29365803,2.102009351,56.98452117,14.1593197,6.1377037660000004,77.28154464,33.99165157,23.91479303,57.9064446,14.49848958,,4.776796307,2.570362592,3.57990324,6.1502658320000005,222.5692438
1981,A.3.2.3: Expenditures by year,36.39611186,29.94278535,2.00328302,61.77822774,17.52055698,7.131945406,86.43073012,44.73049793,26.38811377,71.1186117,15.28126489,,7.513180172,2.675886901,3.836045395,6.511932296,255.19789939999998
1982,A.3.2.3: Expenditures by year,43.42928711,33.97761205,2.693751999,71.77069134,20.648903,8.532931554,100.95252590000001,49.387914,28.46582857,77.85374257,19.47407702,,5.8382353920000005,2.936927903,3.96788552,6.904813422999999,291.1240455
1983,A.3.2.3: Expenditures by year,49.00370636,37.3396325,3.12970989,77.46543455,24.02126011,9.762854715,111.24954939999999,50.84418493,33.34459641,84.18878134,14.63968511,,6.808475351,3.238279715,4.140569285,7.378849000000001,313.7383889
1984,A.3.2.3: Expenditures by year,55.00407281,38.74950889,3.173812548,83.39483363,27.79192788,10.59014237,121.77690390000001,51.26233231,41.34064714,92.60297945,14.22463381,,9.773520706000001,3.563208607,4.2422447860000005,7.805453394,343.1108855
1985,A.3.2.3: Expenditures by year,58.91634307,40.22118633,3.235253764,94.25516908,30.78045171,10.90376479,135.93938559999998,56.02129542,47.82204599,103.84334140000001,16.03417688,,10.41862746,3.978378297,4.573885291,8.552263587999999,377.16057810000007
1986,A.3.2.3: Expenditures by year,65.1356188,42.332092200000005,2.946892539,102.3887137,32.80175898,11.54381431,146.73428700000002,65.08678513,53.60017385,118.686959,17.23690005,,11.35501018,4.584268968,5.096919061,9.681188029,414.1089478
1987,A.3.2.3: Expenditures by year,67.93801997,45.25990634,2.89686974,110.3009996,34.71841873,13.53500618,158.5544245,68.07249171,61.31501466,129.3875064,18.17609874,,10.60242761,5.14563939,5.66907031,10.8147097,443.629963
1988,A.3.2.3: Expenditures by year,71.02455542,47.40998664,2.970266316,118.7760425,37.44652637,15.65908608,171.8816549,75.90743839,66.61346845,142.52090680000003,13.09977032,,15.90844283,6.124618558,6.619751575,12.74437013,477.5599534
1989,A.3.2.3: Expenditures by year,73.35101098,48.11830563,3.0777602180000003,127.20502830000001,40.19926301,18.04225628,185.4465476,84.01328503,72.41568599,156.428971,14.30977173,,24.19854599,7.18629401,7.80249835,14.98879236,519.9197055
1990,A.3.2.3: Expenditures by year,80.88481167,57.09489438,3.172170724,135.6362007,42.50654384,20.29322164,198.43596619999997,93.64918916,74.32748335,167.9766725,13.84132962,,24.02298765,8.167596533,8.803071699,16.97066823,562.399501
1991,A.3.2.3: Expenditures by year,86.3812138,63.08287717,3.243687243,144.9022032,44.1310489,22.10720261,211.1404547,102.09702829999999,79.79000263,181.8870309,12.19008424,,26.64289292,8.910151077,9.663803067,18.57395414,603.1421952000001
1992,A.3.2.3: Expenditures by year,89.46252806,66.6228461,3.3075725639999995,150.627268,45.66640879,23.93506569,220.22874249999998,112.5347486,85.24424366,197.77899230000003,12.80034379,,28.377877299999998,9.359431082,10.55245514,19.91188622,638.4907887999999
1993,A.3.2.3: Expenditures by year,93.08959075,70.17964,3.390948758,156.92353980000001,47.97473576,25.54399391,230.44226940000001,124.0741209,89.81382194,213.8879429,12.78597919,,36.95860136,9.607639831,12.25197798,21.85961782,682.5945902000001
1994,A.3.2.3: Expenditures by year,91.74647798,72.14019583,3.523961755,164.8752613,51.00017517,27.4981587,243.3735952,126.6707804,95.31392692,221.98470730000003,11.36733026,,42.28973783,10.10904927,12.94131081,23.05036008,709.4763662
1995,A.3.2.3: Expenditures by year,81.29088524,72.09514808,3.72218787,172.691354,53.96443559,28.63037471,255.28616430000002,137.66085259999997,95.15933417,232.82018680000002,14.9867114,,43.48051144,10.90112477,14.71606993,25.6171947,729.2989898
1996,A.3.2.3: Expenditures by year,75.92101912,71.1006446,4.0342300710000005,178.1135235,55.21128798,29.85425848,263.1790699,144.31539119999997,96.13791385,240.4533051,16.00875969,,44.20849472,11.21651562,13.82461595,25.04113157,739.9466547000001
1997,A.3.2.3: Expenditures by year,77.83281333,71.29098499999999,4.056600171,184.39586119999998,66.02668259,35.72932133,286.1518651,164.9485585,99.53312068,264.4816792,12.18206952,,43.18156503,12.00081398,15.68664996,27.68746394,786.8650412000001
1998,A.3.2.3: Expenditures by year,77.45019873,73.29407022,4.75179187,195.9452125,68.75585708,34.08566199,298.7867315,180.5061948,105.1609313,285.6671261,14.1757747,,36.81700106,18.48545542,16.17810181,34.66355723,825.6062513999999
1999,A.3.2.3: Expenditures by year,81.46789609999999,78.80519998,5.030987468999999,209.80434049999997,70.05583443,38.9363628,318.7965377,187.11532219999998,110.4733629,297.5886851,29.01274633,,43.85120724,20.75522849,18.67484217,39.43007066,893.9833305999999
2000,A.3.2.3: Expenditures by year,86.82716307,86.35585390000001,5.713230417,221.0430742,76.44768397,39.65050203,337.1412602,209.4987247,111.4489347,320.94765939999996,27.06504131,,49.34740985,23.02021414,19.46119325,42.48140739,955.8790255000001
2001,A.3.2.3: Expenditures by year,94.31091428,87.67963886,4.78615317,237.29378480000003,81.0173587,46.73396631,365.04510980000003,228.95603480000003,113.9997752,342.9558099,35.09852004,,64.15298322,25.9997142,18.50579355,44.50550775,1038.534637
2002,A.3.2.3: Expenditures by year,104.5295695,93.81514342,8.280095782,249.57974730000004,81.59757271,47.97686892,379.1541889,253.2105619,117.4499418,370.6605036,39.28588994,,73.45018918,27.77085446,23.37228398,51.14313844,1120.3187189999999
2003,A.3.2.3: Expenditures by year,105.04702160000001,97.48728268,6.2092399579999995,254.80716919999998,76.95427061,48.43512124,380.1965611,279.34402389999997,118.7711948,398.1152187,44.93927704,,82.24399335,31.40784637,23.22605252,54.63389889,1168.872493
2004,A.3.2.3: Expenditures by year,113.42249009999999,111.76625020000002,7.264060627999999,267.37305330000004,87.89269987,50.941999200000005,406.20775239999995,299.8574582,122.8368752,422.6943334,34.35515435,,85.89399658,33.7215689,19.72417926,53.44574816,1235.049786
2005,A.3.2.3: Expenditures by year,127.06253899999999,111.01253940000001,7.857999766,285.3640573,91.58949894,53.02500577,429.978562,315.62329260000007,126.3837095,442.00700199999994,45.80640236,,85.81269989,34.04728161,22.513174600000003,56.56045621,1306.098201
2006,A.3.2.3: Expenditures by year,134.0441996,126.78422739999999,9.333551306,298.35643680000004,98.62437631,62.45978033,459.4405935,344.3253401,130.9063451,475.23168530000004,63.09389431,,83.86157374,36.07051449,26.1412556,62.21177009,1414.001495
2007,A.3.2.3: Expenditures by year,138.4660321,136.6432694,7.426405078999999,317.21281760000005,107.31586029999998,60.5489253,485.07760319999994,359.7591813,134.9255943,494.6847756,47.157121000000004,,90.64262398,36.56586651,27.86964342,64.43550993,1464.53334
2008,A.3.2.3: Expenditures by year,140.66230980000003,143.3541358,11.74131858,337.06229210000004,110.0033422,67.51339555,514.5790298999999,380.0481612,135.8460681,515.8942293,42.30011436,,96.42573234,36.19229007,28.71505405,64.90734412,1529.864214
2009,A.3.2.3: Expenditures by year,149.3330148,154.885933,11.83925522,340.39973330000004,116.8398213,65.66582368,522.9053782999999,395.2044531,141.473605,536.6780581,45.11045087,,93.82932551,37.50348922,27.3937386,64.89722782,1579.478644
2010,A.3.2.3: Expenditures by year,155.65707030000002,164.19010580000003,8.701658777999999,329.5351632,105.5751315,63.92469319,499.0349879,466.05669720000003,142.3994688,608.4561659,60.49061684,,98.95474612,37.08389953,45.60770212,82.69160165,1678.1769530000001
2011,A.3.2.3: Expenditures by year,161.5819721,166.38197730000002,10.60543806,325.3082393,106.87410919999999,68.68849134,500.8708399,468.25593080000004,147.6432905,615.8992212,59.01030916,,105.3934284,35.69641338,48.25486657,83.95127995,1703.694466
2012,A.3.2.3: Expenditures by year,162.8285354,172.04654159999998,12.7550221,336.72099469999995,102.84556540000001,82.51805196,522.0846121000001,469.1664478,149.1671063,618.3335541,61.99327234,,101.2941569,40.79287109,49.46437969,90.25725078,1741.5929449999999
2013,A.3.2.3: Expenditures by year,167.60931599999998,182.1274382,11.08946231,341.4060925,103.7077469,83.69588982,528.8097292,472.1501672,149.4441874,621.5943546,39.3316297,,104.0350853,41.57559455,46.06343142,87.63902597,1742.2360410000001
2014,A.3.2.3: Expenditures by year,172.51073290000002,190.9745888,11.51511713,346.8709768,104.9024968,97.34626076,549.1197342999999,476.0004041,149.0092855,625.0096894999999,49.12374352,,102.21445209999999,42.40068509,57.56054055,99.96122563,1800.429284
2015,A.3.2.3: Expenditures by year,180.25895569999997,202.0300383,12.84959059,366.2834964,113.96578559999999,99.40953109,579.6588131,491.9549012,153.2761327,645.2310338999999,58.33456034,,88.27614822,44.0484783,57.29276682,101.3412451,1867.980385
2016,A.3.2.3: Expenditures by year,183.10267019999998,212.3975921,16.86769433,394.3194318,116.84493300000001,104.6410967,615.8054615,494.4295487,156.2726905,650.7022390999999,52.08911734,,106.3859102,45.40623784,83.52828693,128.9345248,1966.2852100000002
2017,A.3.2.3: Expenditures by year,187.9181945,225.0074238,15.60888833,413.0342309,121.285481,109.84843020000001,644.1681421,507.7494606000001,160.6524562,668.4019168,52.20759456,,109.4902247,47.05149902,87.26412648,134.31562549999998,2037.1180100000001
2018,A.3.2.3: Expenditures by year,194.0096508,239.95124269999997,16.13471754,434.4842257,126.01604180000001,115.76563390000001,676.2659012999999,520.7347111,165.5071961,686.2419072,58.87856842,,111.6782658,48.63512839,91.78089311,140.4160215,2123.576275
1975,A.3.3.1: Expenditures by year,5136.774423,796.6173073,1813.1505,56.39522478,35.86022022,46.71875,138.974195,158.5617407,,158.5617407,376.43025,406.8169476,271.36669910000006,70.32075,131.2470612,201.5678112,9300.259874
1976,A.3.3.1: Expenditures by year,5977.679493,999.0841211000001,2041.517,69.80606067,40.64626054,53.92475,164.3770712,215.8414971,,215.8414971,366.972,510.6146138,299.8960297,75.93206938,165.2800645,241.21213390000003,10817.193959999999
1977,A.3.3.1: Expenditures by year,6372.727841,1175.160602,2252.119,83.70306565,44.85925,60.53675,189.09906569999998,266.55840010000003,,266.55840010000003,385.44075,598.5057023,318.145788,93.07550094,193.72609169999998,286.80159269999996,11844.55874
1978,A.3.3.1: Expenditures by year,6861.917628,1367.509041,2528.342336,103.9580541,51.91225,75.52419754,231.39450159999998,327.94116460000004,,327.94116460000004,454.82275,615.3965336,320.5707132,107.2354926,225.3841937,332.6196863,13040.51436
1979,A.3.3.1: Expenditures by year,7487.615754,1581.373879,2804.482688,143.8292218,57.98973222,88.87821509,290.6971691,386.4068822,,386.4068822,547.8213726,706.991187,351.7105766,123.4095,271.7668846,395.17638460000006,14552.27589
1980,A.3.3.1: Expenditures by year,8585.160644,1821.4790480000001,3235.97706,194.9362942,67.22843045,104.90192830000001,367.06665289999995,465.00992180000003,,465.00992180000003,635.2946737000001,845.3669162,395.2038486,139.51875,351.770746,491.289496,16841.84826
1981,A.3.3.1: Expenditures by year,10127.35147,2146.661454,3775.120697,278.443557,78.74374767,126.67187620000001,483.85918080000005,566.8636267,,566.8636267,731.910157,1006.108863,445.0176586,164.7355,494.9661135,659.7016135,19942.594719999997
1982,A.3.3.1: Expenditures by year,12001.92559,2531.36395,4353.140920000001,270.04075389999997,91.12568222,143.0088231,504.17525930000005,683.5884077000001,,683.5884077000001,905.6957422,1149.698739,546.6137348,184.22148090000002,586.4173119,770.6387927999999,23446.84113
1983,A.3.3.1: Expenditures by year,13174.546629999999,2794.37157,4973.297723,260.6615828,105.676,163.993501,530.3310838000001,817.3653254,,817.3653254,1065.243143,1241.417462,590.9278356000001,215.1450676,677.3652401,892.5103075999999,26080.01109
1984,A.3.3.1: Expenditures by year,13936.304830000001,2923.255106,5444.57625,266.7426057,117.66498500000002,181.0182033,565.4257941000001,942.8492707,,942.8492707,1139.874855,1376.487482,647.3449809,245.6619739,735.0958552,980.7578291000001,27956.8764
1985,A.3.3.1: Expenditures by year,14737.747309999999,3066.456252,5962.062091,275.5161872,130.4191477,214.58463340000003,620.5199683999999,1118.7107119999998,,1118.7107119999998,1236.876896,1515.720037,696.8118535,278.9845142,861.6183387,1140.6028529999999,30095.50797
1986,A.3.3.1: Expenditures by year,15937.05306,2982.433131,6597.889216,287.1645777,146.05310980000002,260.6551082,693.8727957000001,1319.2062019999998,,1319.2062019999998,1351.542099,1570.158811,734.1840332,334.0057599,1009.0805320000001,1343.086292,32529.425639999998
1987,A.3.3.1: Expenditures by year,17154.2069,3132.08157,7266.2291159999995,286.265895,157.30280580000002,276.357402,719.9261028,1492.702088,,1492.702088,1391.061783,1660.980822,779.6486941000001,316.8809622,1141.984982,1458.865944,35055.70302
1988,A.3.3.1: Expenditures by year,18497.17334,3468.291122,7862.509995,311.3499332,180.7828255,296.0177172,788.1504759,1702.8198510000002,,1702.8198510000002,1550.704913,1786.571491,799.2464116,343.85938619999996,1364.341365,1708.200751,38163.66835
1989,A.3.3.1: Expenditures by year,20268.97512,3828.505653,8422.705884,350.2708489,205.6240254,341.5267753,897.4216495999999,1970.864509,,1970.864509,1702.413698,1953.591609,864.791875,393.083417,1609.526062,2002.609479,41911.87948
1990,A.3.3.1: Expenditures by year,20528.1497,5100.448684,9090.923201000001,371.69768639999995,235.89107579999998,379.80555860000004,987.3943207999998,2277.765417,,2277.765417,1740.297821,2231.401145,1023.8924390000001,455.5193912,2080.0102039999997,2535.529595,45515.802319999995
1991,A.3.3.1: Expenditures by year,21783.234940000002,5868.3028460000005,10014.43557,387.9303839,265.5054585,442.8861443,1096.3219869999998,2604.51825,,2604.51825,1685.794501,2415.806442,1043.1339990000001,466.8397381,2552.122162,3018.9619,49530.51043
1992,A.3.3.1: Expenditures by year,22652.39535,6253.8208,10249.6075,394.80383789999996,262.2172484,470.5368709,1127.557957,2904.884239,,2904.884239,1694.872825,2578.788849,1058.374188,557.058621,2664.325336,3221.383957,51741.68566
1993,A.3.3.1: Expenditures by year,22619.06127,6190.379097999999,10306.2854,407.31300719999996,229.69077090000002,460.6362103999999,1097.639989,3041.6100760000004,,3041.6100760000004,1650.220526,2691.543307,1072.309975,530.3700826,2741.6094350000003,3271.979518,51941.029160000006
1994,A.3.3.1: Expenditures by year,22096.82453,6266.364821,10533.273220000001,418.6300863,221.20040130000004,429.2252254,1069.055713,3086.6196489999998,,3086.6196489999998,1943.170316,2970.962233,1163.459925,518.3654274,2937.309325,3455.6747530000002,52585.40516
1995,A.3.3.1: Expenditures by year,21849.463209999998,6498.11508,10506.52237,408.1329202,197.1194132,427.6347941000001,1032.887127,3366.166404,,3366.166404,1823.9804989999998,3136.726766,1173.185981,478.6668648,3001.572591,3480.2394560000002,52867.286889999996
1996,A.3.3.1: Expenditures by year,21997.29185,6591.257462,10651.79831,373.9817851,196.9026596,426.181862,997.0663066999999,3331.267249,,3331.267249,1685.9419420000002,3277.747413,1154.5586759999999,467.2807785,3017.588425,3484.869204,53171.79841
1997,A.3.3.1: Expenditures by year,22307.518969999997,6834.191551000001,11103.51932,365.17832020000003,215.12033369999997,448.1424518,1028.441106,3598.7813170000004,,3598.7813170000004,1757.649109,3420.914814,1217.019641,716.0923855000001,3224.329741,3940.4221270000003,55208.45795
1998,A.3.3.1: Expenditures by year,23530.41155,7172.4736680000005,11627.84607,352.29577739999996,204.6606358,481.06683839999994,1038.023252,4007.5273979999997,,4007.5273979999997,1873.9869219999998,4295.32824,1344.013994,733.8987987,3545.881472,4279.78027,59169.39136
1999,A.3.3.1: Expenditures by year,24751.96779,7578.69478,12255.38877,380.0361099,219.27618790000002,523.7239946000001,1123.036292,4551.316642,,4551.316642,2626.817742,4419.15416,1450.939711,693.2853683,3837.334796,4530.620165,63287.93606
2000,A.3.3.1: Expenditures by year,26950.76093,8170.935447,13045.53464,397.62562060000005,230.4681037,577.2433462,1205.3370699999998,5295.243134,,5295.243134,3134.92243,4896.323176,1595.5300730000001,873.4929944,4106.612446,4980.105441,69274.69235
2001,A.3.3.1: Expenditures by year,28606.54331,8784.353406,14001.528119999999,406.71711980000003,247.800079,559.2518045,1213.7690029999999,6071.083238,,6071.083238,3419.9072520000004,5601.753599,1737.0270829999997,1266.196301,4282.349084,5548.545385,74984.51039
2002,A.3.3.1: Expenditures by year,30683.55042,9308.194687000001,14939.4652,421.57490480000007,239.8631095,521.3579447,1182.795959,6816.476958,,6816.476958,3700.5374850000003,5814.626884,1856.0360829999997,1186.339066,4421.141043,5607.480109,79909.16377999999
2003,A.3.3.1: Expenditures by year,32903.18493,9841.961839,16084.36782,409.3292295,243.99739440000002,526.9293458999999,1180.25597,7575.002777,,7575.002777,4181.481985,6871.508229,2022.5506309999998,1325.1522619999998,4580.605157999999,5905.75742,86566.07161
2004,A.3.3.1: Expenditures by year,35269.82323,10629.236859999999,17084.00315,425.1938066000001,250.302387,530.7264213000001,1206.2226150000001,8271.922933,,8271.922933,4411.8725859999995,6977.757223,2133.101978,1397.715817,4657.909597,6055.625414,92039.56599
2005,A.3.3.1: Expenditures by year,37112.34994,11064.58406,18302.66368,450.37839180000003,223.04557400000002,469.66917750000005,1143.093143,8923.273599,,8923.273599,5116.613323,7814.851969,2333.675479,1452.070621,5002.930246,6455.000867,98266.10606
2006,A.3.3.1: Expenditures by year,39704.72301,11593.52206,19743.15648,504.4093942,231.5357674,482.7949447,1218.740106,9595.832366,,9595.832366,5185.686713,8467.358553,2394.39344,1718.756038,5339.187179,7057.943216,104961.356
2007,A.3.3.1: Expenditures by year,42377.192,12191.81812,21308.71779,541.8381995,239.8389315,541.9596047,1323.636736,10144.09675,,10144.09675,5704.537237,9055.115401,2549.352946,1918.42592,5799.464276,7717.890195999999,112372.3572
2008,A.3.3.1: Expenditures by year,45362.79745,12808.00966,23389.518780000002,586.7663446,264.33528340000004,619.5038808999999,1470.605509,10740.14186,,10740.14186,6761.015478,9488.835183,2447.218688,2403.010862,6438.308646,8841.319508,121309.4621
2009,A.3.3.1: Expenditures by year,48311.37546,13672.87626,25275.78531,666.3829082000001,296.0317539,658.5108307999999,1620.925493,11493.43907,,11493.43907,7241.732754000001,9818.186352,2465.229155,2335.097482,6798.925770999999,9134.023253,129033.5731
2010,A.3.3.1: Expenditures by year,51667.70202,14419.91557,27135.892480000002,716.5759512999999,312.68885939999996,673.0743100999999,1702.339121,11736.39603,,11736.39603,8043.676066,9868.233967,2429.2161079999996,2147.9260600000002,7048.620109,9196.546168,136199.9175
2011,A.3.3.1: Expenditures by year,53808.87247,14737.88764,28841.69453,723.369269,333.78170439999997,715.0051705,1772.156144,11987.16676,,11987.16676,7798.318520999999,10386.21327,2439.3287609999998,2086.2621480000003,7180.599354000001,9266.861502,141038.4996
2012,A.3.3.1: Expenditures by year,55473.8757,15090.25834,29861.322930000002,772.1279089999999,354.7725363,762.0440917999999,1888.944537,11989.36215,,11989.36215,8131.010281999999,10885.22253,2547.206932,2102.1826379999998,7335.123755,9437.306393,145304.5098
2013,A.3.3.1: Expenditures by year,56690.418020000005,15578.19525,31264.72305,788.3324647000001,359.74014819999996,710.1210617,1858.193675,12044.99963,,12044.99963,7445.471519,11384.60543,2583.670169,2066.500828,7521.930645,9588.431472,148438.7082
2014,A.3.3.1: Expenditures by year,57681.21931,16105.819969999999,32548.240360000003,812.47093,389.2371239,657.4431254,1859.151179,12524.62558,,12524.62558,6906.401462999999,12093.4345,2565.865287,2203.791076,7745.982681999999,9949.773759,152234.5314
2015,A.3.3.1: Expenditures by year,58811.22782000001,17387.457019999998,33943.356660000005,852.9222930999999,429.0760892,1146.412217,2428.4106,13154.29321,,13154.29321,7114.86888,12509.40384,2533.953595,2124.428821,8751.140694,10875.569520000001,158758.5411
2016,A.3.3.1: Expenditures by year,59748.91032,17872.2398,35342.89653,909.5095751,460.16126110000005,1322.197415,2691.8682519999998,13466.504840000001,,13466.504840000001,6480.347222,13025.71582,2615.101765,2228.142328,9261.676682,11489.81901,162733.4036
2017,A.3.3.1: Expenditures by year,61971.60656,18699.89428,36500.87768,937.4210036000001,482.87074759999996,1449.463273,2869.755024,13695.86235,,13695.86235,6581.199481000001,13593.73103,2691.1332829999997,2248.513301,9746.514567,11995.02787,168599.0875
2018,A.3.3.1: Expenditures by year,64445.3192,19572.60242,37641.140660000005,983.6214125,507.7760783,1522.993481,3014.3909719999997,14386.1378,,14386.1378,6161.492069,14197.73552,2758.4950670000003,2333.9713,10259.7633,12593.7346,174771.0483
1975,A.3.3.2: Percentage by year,55.23259019,8.565538147,19.49569716,0.606383322,0.38558299100000004,0.502338113,1.4943044269999999,1.7049173119999999,,1.7049173119999999,4.047523995,4.374253549,2.9178399610000003,0.7561159679999999,1.411219288,2.167335256,100.0
1976,A.3.3.2: Percentage by year,55.26090699,9.236074761,18.87288892,0.645325035,0.37575604799999995,0.498509597,1.51959068,1.9953557080000002,,1.9953557080000002,3.392487935,4.72039806,2.772401335,0.701957177,1.5279384390000001,2.229895616,100.0
1977,A.3.3.2: Percentage by year,53.80299917,9.921522852,19.01395442,0.7066794759999999,0.378732978,0.5110933329999999,1.596505786,2.250471342,,2.250471342,3.254158795,5.053001258,2.686007937,0.7858080909999999,1.635570357,2.421378448,100.0
1978,A.3.3.2: Percentage by year,52.61999213,10.48661889,19.38836358,0.797192896,0.39808437399999996,0.57915045,1.774427721,2.514787038,,2.514787038,3.487766952,4.719112428,2.4582674,0.822325636,1.72833822,2.550663856,100.0
1979,A.3.3.2: Percentage by year,51.45322841,10.86684922,19.27178064,0.98836239,0.398492529,0.610751306,1.997606225,2.6553020640000002,,2.6553020640000002,3.764506505,4.858286032,2.4168767769999997,0.848042608,1.867521524,2.715564132,100.0
1980,A.3.3.2: Percentage by year,50.97516918,10.81519688,19.21390699,1.1574519090000002,0.39917489700000003,0.6228647039999999,2.17949151,2.761038543,,2.761038543,3.7721196860000004,5.019442659,2.3465586590000003,0.8284052190000001,2.088670676,2.917075896,100.0
1981,A.3.3.2: Percentage by year,50.78251658,10.76420338,18.929937399999996,1.39622532,0.39485206799999994,0.635182522,2.42625991,2.842476792,,2.842476792,3.6700848969999997,5.045024869,2.231493268,0.8260484770000001,2.481954431,3.308002908,100.0
1982,A.3.3.2: Percentage by year,51.18781467,10.79618332,18.56600169,1.151714862,0.38864801299999996,0.609927889,2.150290764,2.915481893,,2.915481893,3.8627623110000004,4.903427003,2.331289455,0.785698508,2.501050391,3.2867488989999996,100.0
1983,A.3.3.2: Percentage by year,50.5158782,10.71461036,19.069385,0.9994688340000001,0.405199214,0.628809169,2.0334772180000003,3.1340681669999997,,3.1340681669999997,4.084519519,4.760034258,2.265826628,0.8249423929999999,2.597258252,3.422200645,100.0
1984,A.3.3.2: Percentage by year,49.84929157,10.45630086,19.47490904,0.954121633,0.42088029899999996,0.647490802,2.022492735,3.372512928,,3.372512928,4.077261133,4.923609713,2.315512548,0.8787175309999999,2.629391942,3.5081094719999997,100.0
1985,A.3.3.2: Percentage by year,48.96992376,10.18908289,19.81047171,0.915472793,0.433350877,0.713012167,2.0618358359999998,3.7172016269999997,,3.7172016269999997,4.109838909,5.036366353,2.31533508,0.9269971929999999,2.862946655,3.789943848,100.0
1986,A.3.3.2: Percentage by year,48.99272812,9.1684162,20.28283342,0.882784039,0.448987669,0.801290226,2.133061934,4.055424209,,4.055424209,4.154829272,4.826887595,2.256984311,1.026780379,3.1020545619999997,4.128834941,100.0
1987,A.3.3.2: Percentage by year,48.93414031,8.934584961,20.72766623,0.816602921,0.44872244,0.788337926,2.053663287,4.258086302,,4.258086302,3.9681468730000002,4.738118704,2.224028123,0.9039355509999999,3.2576296680000003,4.161565219,100.0
1988,A.3.3.2: Percentage by year,48.468017200000006,9.087939582,20.60208134,0.8158281070000001,0.473704005,0.775653206,2.0651853190000002,4.461887247,,4.461887247,4.063301511000001,4.681341098,2.094259924,0.901012405,3.5749743780000003,4.475986783,100.0
1989,A.3.3.2: Percentage by year,48.36093101,9.13465514,20.09622567,0.835731667,0.490610366,0.8148686709999999,2.141210704,4.702400689,,4.702400689,4.061888228,4.661188269,2.06335742,0.937880672,3.8402621939999997,4.7781428660000005,100.0
1990,A.3.3.2: Percentage by year,45.10114873,11.20588548,19.97311425,0.816634372,0.5182619310000001,0.834447684,2.169343987,5.004339814,,5.004339814,3.823502458,4.902475691,2.249531782,1.00079394,4.569863866,5.570657805,100.0
1991,A.3.3.2: Percentage by year,43.97942753,11.84785457,20.2187207,0.783214993,0.536044261,0.8941683429999999,2.213427597,5.258411891000001,,5.258411891000001,3.403547604,4.877410753,2.106043305,0.9425296329999999,5.152626412,6.095156043999999,100.0
1992,A.3.3.2: Percentage by year,43.77977845,12.08661975,19.80918744,0.763028558,0.506781418,0.9093960990000001,2.179206075,5.614204875,,5.614204875,3.275642847,4.983967599,2.04549615,1.076614752,5.149282057,6.22589681,100.0
1993,A.3.3.2: Percentage by year,43.54758008,11.91809095,19.84228185,0.784183552,0.442214516,0.886844596,2.113242664,5.855891047,,5.855891047,3.1771040210000003,5.181921402,2.064475796,1.02110045,5.2783117310000005,6.299412181,100.0
1994,A.3.3.2: Percentage by year,42.02083157,11.91654757,20.03079217,0.79609558,0.420649799,0.8162440209999999,2.0329894,5.869726856000001,,5.869726856000001,3.695265463,5.649784809,2.2125149019999997,0.98575912,5.585788141,6.571547261,100.0
1995,A.3.3.2: Percentage by year,41.32889069,12.29137234,19.8733905,0.7719952059999999,0.372857063,0.808883563,1.9537358319999998,6.36720097,,6.36720097,3.450111792,5.933209269,2.219115166,0.905412199,5.677561244,6.582973442999999,100.0
