Year,Category,Hospitals ,Other institutions ,Physicians ,Other professionals: Dental services ,Other professionals: Vision care services ,Other professionals: Other services,Total other professionals,Prescribed drugs ,Non-prescribed drugs ,Total drugs,Capital ,Public health ,Administration ,Other health spending: Health research ,Other health spending: Other ,Total other health spending,Grand total 
1992,A.3.1.3: Expenditures by year,888.0151802000001,287.0854113,364.63144689999996,164.5450743,54.91021175,40.52264773,259.9779338,214.9390629,85.24424366,300.18330660000004,72.54877961,90.90864973,65.68817062,28.99711762,104.47647640000001,133.473594,2462.512473
1993,A.3.1.3: Expenditures by year,881.7097161,286.00900099999996,362.7225757,171.12462580000002,55.98297104,41.60420886,268.7118057,230.1207376,89.81382194,319.93455950000003,70.32139599,93.84143728,74.34499935,28.09914644,107.8389854,135.9381318,2493.533622
1994,A.3.1.3: Expenditures by year,853.7278844000001,288.2279632,366.7507382,179.31119719999998,58.62799485,42.29945471,280.23864669999995,233.1090054,95.31392692,328.4229324,78.37513257,102.4499234,82.4102008,27.98423387,114.2307557,142.2149896,2522.8184109999997
1995,A.3.1.3: Expenditures by year,826.9489909,293.85676,362.27898589999995,186.61973369999998,60.69154311,43.22429619,290.535573,252.53824069999996,95.15933417,347.6975749,77.233817,107.047286,83.51790861,27.23662117,117.15094029999999,144.3875615,2533.504458
1996,A.3.1.3: Expenditures by year,818.7989348,293.6962095,363.7596811,190.7433877,61.86095369,44.24698898,296.85133030000003,256.816734,96.13791385,352.9546479,72.94527008,110.6939065,83.19948275,26.99721141,115.7326061,142.7298175,2535.62928
1997,A.3.1.3: Expenditures by year,823.7193804,299.8028013,375.3200257,196.6061659,73.21956529,50.71366071,320.5393919,285.2794051,99.53312068,384.8125257,70.95179923,114.3836036,83.87450822,35.94447584,123.49712609999999,159.441602,2632.845638
1998,A.3.1.3: Expenditures by year,857.7117488,311.13119480000006,390.32775939999993,207.6272372,75.54234378,50.03769735,333.20727830000004,313.3946288,105.1609313,418.55556,76.31663175,142.4318255,81.38411116,42.82132448,133.75849209999998,176.5798166,2787.645926
1999,A.3.1.3: Expenditures by year,895.5735109,328.0725724,408.11735600000003,222.3039338,77.26794691,56.16192839,355.7338091,336.81058939999997,110.4733629,447.2839523,115.4102033,145.3483717,91.57339948,43.55775942,144.8868601,188.4446196,2975.5577949999997
2000,A.3.1.3: Expenditures by year,965.0157712000001,352.60519819999996,430.8010393,233.9996764,83.95747057,58.45993498,376.417082,382.0438417,111.4489347,493.49277639999997,129.2162634,159.5463388,101.3376426,51.48292059,153.2748647,204.75778530000002,3213.1898969999997
2001,A.3.1.3: Expenditures by year,1016.470479,370.8517587,456.1389409,250.40470409999998,89.00543368,64.76198860000001,404.1721264,424.66326910000004,113.9997752,538.6630442000001,145.3425348,180.5779399,120.14772959999999,66.81677541,156.5514541,223.36822949999998,3455.732783
2002,A.3.1.3: Expenditures by year,1082.566555,390.51348989999997,484.4749725,263.01743109999995,89.24320007,64.59513329,416.8557644,470.4855018999999,117.4499418,587.9354436000001,157.2403795,185.3410075,132.6112677,65.5853664,164.2959841,229.8813505,3667.420231
2003,A.3.1.3: Expenditures by year,1143.786286,408.1937454,513.9857498,267.7295153,84.65716243,65.07005194,417.4567297,518.4835732,118.7711948,637.254768,176.94684809999998,216.9305318,146.0950388,73.24232803,167.8337689,241.0760969,3901.7257950000003
2004,A.3.1.3: Expenditures by year,1215.769853,443.9797444,541.219269,280.6623536,95.71582318,67.52968853,443.90786529999997,558.3938383999999,122.8368752,681.2307136,172.24686069999998,218.0876332,152.56343590000003,77.40674231,165.3056959,242.7124383,4111.717813
2005,A.3.1.3: Expenditures by year,1275.6222539999999,453.441287,574.2921438999999,299.3024492,98.49235368,67.56041238,465.3552153,591.782377,126.3837095,718.1660864,204.1562764,241.8554514,158.0357105,78.98622568,177.3447642,256.3309899,4347.255414
2006,A.3.1.3: Expenditures by year,1353.08342,482.73578729999997,615.5002804999999,313.8431293,105.7331321,77.28285245,496.85911389999995,638.9425825000001,130.9063451,769.8489277000001,222.3080887,259.9701341,157.37573759999998,88.84083652,190.06831719999997,278.9091537,4636.590643
2007,A.3.1.3: Expenditures by year,1426.999381,507.3512728,655.3455379,333.6881091,114.6084733,77.02790825,525.3244906,668.2035672000001,134.9255943,803.1291615,220.61095600000002,275.3324989,168.1589986,94.89808859,204.2098579,299.10794649999997,4881.3602439999995
2008,A.3.1.3: Expenditures by year,1505.130432,528.6064102,715.2749312000001,354.711644,117.95428629999999,86.14746012,558.8133904,703.1010154,135.8460681,838.9470835000001,245.664779,285.4147859,170.0356523,108.47248229999998,222.37301609999997,330.8454984,5178.732963
2009,A.3.1.3: Expenditures by year,1585.949975,561.4710436,763.4556504999999,360.2157079,125.6428048,85.2477093,571.106222,736.9804704,141.473605,878.4540755,260.45509790000006,291.9596659,167.1369054,106.94139309999998,229.57080319999997,336.51219629999997,5416.500832
2010,A.3.1.3: Expenditures by year,1675.059679,588.239492,806.6923612,350.6076577,114.77043640000001,83.71792615,549.0960202,811.1912792,142.3994688,953.5907480000001,297.03263280000004,290.1971608,170.3911977,100.2483975,252.8879054,353.1363029,5683.435595
2011,A.3.1.3: Expenditures by year,1728.399582,595.5227643999999,850.4237208999999,346.3714517,116.59323229999998,89.50815622,552.4728402000001,817.3006719,147.6432905,964.9439624,286.08332189999993,302.4278545,176.4222957,96.44461571,257.34100789999997,353.7856237,5810.481965
2012,A.3.1.3: Expenditures by year,1759.174023,606.2917696000001,872.0601905999999,358.9401544,113.0546869,104.4470344,576.4418757999999,814.1786527,149.1671063,963.3457591,295.9755101,313.2389011,174.5939262,101.28638670000001,260.5437672,361.830154,5922.952109000001
2013,A.3.1.3: Expenditures by year,1780.314747,625.2894569,900.4952989,363.8322466,113.94148500000001,103.8971184,581.6708499,814.8013063999999,149.4441874,964.2454938,251.1373065,323.8645197,177.53425959999998,100.3625505,260.0441856,360.4067361,5964.958669
2014,A.3.1.3: Expenditures by year,1795.7175550000002,644.2083652000001,927.4549401,369.734716,115.8560162,115.8473635,601.4380957000001,828.4558121,149.0092855,977.4650975,243.47674280000004,340.3212626,174.4204507,104.4175556,275.5401895,379.9577451,6084.460255
2015,A.3.1.3: Expenditures by year,1821.5400969999998,687.2725055999999,960.1277415,390.0865239,125.94027620000001,131.4031626,647.4299627,859.0598600999999,153.2761327,1012.3359929999999,256.8935863,349.1076342,158.9927512,103.3362213,301.5162377,404.852459,6298.552729999999
2016,A.3.1.3: Expenditures by year,1830.6847129999999,705.2263515999999,991.4515206,419.3992473,129.5339247,141.1008196,690.0339916,865.7697358999999,156.2726905,1022.042426,230.7853254,359.1853868,178.49759699999998,106.8474803,338.9199267,445.76740700000005,6453.674719
2017,A.3.1.3: Expenditures by year,1876.146004,734.42913,1009.96421,438.57141310000003,134.43982490000002,149.3346456,722.3458836,880.8515469,160.6524562,1041.504003,231.49234449999997,370.3198292,182.8019605,108.30540049999999,352.7782523,461.0836528,6630.087018
2018,A.3.1.3: Expenditures by year,1932.7831170000002,768.031826,1031.715328,461.0229228999999,139.7161457,156.8569138,757.5959824,908.88136,165.5071961,1074.388556,225.11932969999998,383.0634421,186.10412150000002,111.60707759999998,368.5954767,480.20255430000003,6839.004257
1975,A.3.2.1: Expenditures by year,318.0818,328.3533,26.76564002,685.2718457000001,190.26130930000002,81.69219812,957.2253530999999,613.1272717999999,305.6180265,918.7452983,159.64414169999998,,72.19779192,23.41567667,94.74797287,118.1636495,2899.176975
1976,A.3.2.1: Expenditures by year,379.6203,369.5247,29.5113544,799.3097527000001,219.4308549,91.56220411,1110.302812,667.5654095,316.0366116,983.6020211000001,177.12922269999999,,62.02089967,29.49972168,91.37777504,120.8774967,3232.5888059999997
1977,A.3.2.1: Expenditures by year,420.119,401.7955,32.29711566,950.9401477,250.9697295,102.03443929999999,1303.944317,721.365953,324.491845,1045.857798,178.29643430000002,,90.17056578,36.37192856,96.5670578,132.9389864,3605.419717
1978,A.3.2.1: Expenditures by year,520.0887,484.3399,38.33886315,1087.296427,284.04635989999997,110.7970729,1482.139859,724.7481932000001,392.8086332,1117.556826,217.3881446,,86.16251833,43.20480258,77.0658584,120.270661,4066.2854729999995
1979,A.3.2.1: Expenditures by year,626.5286,590.3345,52.56733475,1230.702127,307.7618672,130.3283922,1668.792387,776.4606018,495.5336536,1271.994255,177.332,,100.09681359999999,50.2705243,79.48582903,129.7563533,4617.402244
1980,A.3.2.1: Expenditures by year,749.212,718.1654,51.53301049,1397.036567,347.13088710000005,150.4723813,1894.6398350000002,833.3417433,586.2967638,1419.6385070000001,355.44599999999997,,117.10827739999999,63.01519179,87.76516201,150.78035380000003,5456.523384
1981,A.3.2.1: Expenditures by year,903.3658,743.1917,49.72227184,1533.359891,434.86710980000004,177.0176878,2145.244689,1110.228538,654.9633544,1765.1918920000003,379.287,,186.4800845,66.41656452,95.21215426,161.6287188,6334.112156
1982,A.3.2.1: Expenditures by year,1090.8326,853.4307,67.66015959,1802.696177,518.6476235,214.3254134,2535.669214,1240.498065,714.9887981,1955.4868629999999,489.139,,146.6415388,73.76811626,99.66313441,173.4312507,7312.2913260000005
1983,A.3.2.1: Expenditures by year,1243.0755,947.1933,79.39125377,1965.063277,609.3465603999999,247.6540329,2822.06387,1289.7628630000002,845.8513434,2135.6142059999997,371.3644385,,172.7103832,82.14534114,105.03369270000002,187.1790338,7958.591986
1984,A.3.2.1: Expenditures by year,1408.5251,992.2839,81.27388406,2135.545795,711.6859897,271.18867,3118.420454,1312.707915,1058.636864,2371.344779,364.2594582,,250.27690730000003,91.24540246,108.6339239,199.8793264,8786.263809999999
1985,A.3.2.1: Expenditures by year,1522.5595,1039.4255,83.60780891,2435.811451,795.4510875,281.7831148,3513.045654,1447.7435480000001,1235.85251,2683.596057,414.36699999999996,,269.2458388,102.81218,118.2017101,221.0138901,9746.861249
1986,A.3.2.1: Expenditures by year,1700.114882,1104.9165,76.91729894,2672.463687,856.1637954,301.3068865,3829.9343689999996,1698.8402670000003,1399.026446,3097.866713,449.903,,296.37888080000005,119.6547149,133.0354744,252.69018930000001,10808.72183
1987,A.3.2.1: Expenditures by year,1796.882839,1197.0727,76.6188877,2917.335146,918.2624228,357.9854159,4193.582984000001,1800.439463,1621.711932,3422.1513950000003,480.73699999999997,,280.4220704,136.0962701,149.9404186,286.0366887,11733.504570000001
1988,A.3.2.1: Expenditures by year,1903.1301649999998,1270.36875,79.58942355,3182.64955,1003.394016,419.591209,4605.634775,2033.968884,1784.9334,3818.9022840000002,351.01336299999997,,426.27281849999997,164.1115,177.37877880000002,341.4902788,12796.40186
1989,A.3.2.1: Expenditures by year,2001.1472449999999,1312.75375,83.96682334,3470.381506,1096.708052,492.2251373,5059.314695,2292.03322,1975.6299,4267.66312,390.3962588,,660.1797709,196.055,212.8661605,408.9211605,14184.342819999998
1990,A.3.2.1: Expenditures by year,2240.309498,1581.38755,87.8612938,3756.7877380000004,1177.3262730000001,562.0721151,5496.186126,2593.851226,2058.6877,4652.538926,383.3706423,,665.3774212000001,226.22225,243.8233425,470.0455925,15577.07705
1991,A.3.2.1: Expenditures by year,2421.38627,1768.3013,90.92509135,4061.811474,1237.05504,619.695817,5918.562331,2861.922537,2236.6254,5098.547936999999,341.7051151,,746.8375619,249.764,270.88991960000004,520.6539196,16906.919530000003
1992,A.3.2.1: Expenditures by year,2537.766983,1889.87795,93.82529901,4272.815845,1295.41057,678.9615805,6247.187995,3192.252395,2418.10769,5610.360085,363.1049843,,804.9899955,265.49725,299.3395427,564.8367927,18111.950080000002
1993,A.3.2.1: Expenditures by year,2669.978979,2012.879872,97.25858531,4500.852878,1376.002784,732.6482611,6609.503922999999,3558.6717270000004,2576.023964,6134.695691,366.7251665,,1060.039989,275.5646059,351.4090395,626.9736452999999,19578.05585
1994,A.3.2.1: Expenditures by year,2660.571253,2092.005442,102.1919484,4781.244907,1478.962495,797.4236412,7057.631043,3673.346862,2764.024294,6437.371156,329.6430858,,1226.3670849999999,293.15398789999995,375.2872075,668.4411953,20574.22221
1995,A.3.2.1: Expenditures by year,2382.006167,2112.550341,109.06849440000002,5060.245917,1581.279599,838.9345118999998,7480.460028,4033.77327,2788.38298,6822.15625,439.14442410000004,,1274.07699,319.427527,431.2140188,750.6415458,21370.10424
1996,A.3.2.1: Expenditures by year,2248.0905399999997,2105.354859,119.45722759999998,5274.103690999999,1634.856534,884.0117907,7792.972016,4273.310205,2846.731211,7120.041416,474.03395839999996,,1309.053803,332.1312458,409.3594725,741.4907182,21910.49454
1997,A.3.2.1: Expenditures by year,2327.776147,2132.127149,121.3223153,5514.7985659999995,1974.6856149999999,1068.570676,8558.054856,4933.1805380000005,2976.775659,7909.9561969999995,364.33387989999994,,1291.4478199999999,358.913,469.1467268,828.0597267999999,23533.07809
1998,A.3.2.1: Expenditures by year,2335.6719940000003,2210.335286,143.30017709999998,5909.1358390000005,2073.47602,1027.924104,9010.535963,5443.540118999999,3171.346827,8614.886946999999,427.5,,1110.29332,557.467395,487.8843429,1045.351738,24897.87542
1999,A.3.2.1: Expenditures by year,2476.939974,2395.983686,152.9615292,6378.865571,2129.969043,1183.816424,9692.651039,5689.031428,3358.818648,9047.850076,882.1,,1333.2467550000001,631.0394349999999,567.7876229,1198.827058,27180.56012
2000,A.3.2.1: Expenditures by year,2664.641846,2650.177823,175.3335282,6783.598639,2346.1056489999996,1216.8356449999999,10346.539929999999,6429.313695000001,3420.260258,9849.573951999999,830.6,,1514.4243880000001,706.4681575000001,597.2452407000001,1303.713398,29335.004869999997
2001,A.3.2.1: Expenditures by year,2925.6425440000003,2719.9320850000004,148.47245880000003,7361.150058,2513.2598199999998,1449.746099,11324.15598,7102.502622,3536.415639,10638.918259999999,1088.8,,1990.105795,806.5436599999999,574.0728667000001,1380.616527,32216.64365
2002,A.3.2.1: Expenditures by year,3279.363015,2943.2237489999998,259.7680253,7829.962334000001,2559.9269489999997,1505.158494,11895.047779999999,7943.870381000001,3684.708516,11628.5789,1232.5,,2304.32245,871.2435475,733.2490126,1604.49256,35147.29647
2003,A.3.2.1: Expenditures by year,3327.4775440000003,3088.014673,196.684363,8071.291512999999,2437.609401,1534.2346300000002,12043.135540000001,8848.522811,3762.205513,12610.72832,1423.5,,2605.167066,994.87736,735.7102279000001,1730.5875879999999,37025.2951
2004,A.3.2.1: Expenditures by year,3628.9751409999994,3575.9834149999997,232.4150654,8554.654048,2812.144423,1629.899402,12996.69787,9593.999047,3930.190267,13524.18931,1099.2,,2748.195513,1078.928308,631.0790404,1710.007348,39515.66367
2005,A.3.2.1: Expenditures by year,4105.654544,3587.04572,253.9082935,9220.705393,2959.446942,1713.3480690000001,13893.5004,10198.44413,4083.720152,14282.16428,1480.1,,2772.786566,1100.138385,727.4474312000001,1827.585816,42202.74563
2006,A.3.2.1: Expenditures by year,4365.887274000001,4129.426313,303.9984795,9717.619817,3212.245742,2034.346587,14964.21215,11214.850209999999,4263.685769,15478.53598,2055.0,,2731.413807,1174.834873,851.4338962999999,2026.2687690000002,46054.74277
2007,A.3.2.1: Expenditures by year,4553.8608939999995,4493.914007,244.23907549999998,10432.47231,3529.396286,1991.328696,15953.19729,11831.73405,4437.423231,16269.157280000001,1550.9,,2981.048091,1202.575585,916.5748263,2119.150411,48165.46705
2008,A.3.2.1: Expenditures by year,4676.427223,4765.919059000001,390.3492122,11205.89645,3657.146143,2244.535023,17107.57762,12634.9949,4516.307543,17151.30244,1406.3,,3205.748009,1203.24066,954.6541687999999,2157.894829,50861.51839
2009,A.3.2.1: Expenditures by year,5021.855889,5208.592594,398.1372347,11447.1566,3929.1562280000003,2208.247814,17584.56064,13290.16101,4757.555171,18047.71618,1517.0,,3155.3461350000002,1261.18875,921.2122832999999,2182.4010329999996,53115.609710000004
2010,A.3.2.1: Expenditures by year,5293.161324000001,5583.329535,295.902291,11205.93352,3590.1112759999996,2173.776707,16969.8215,15848.385690000001,4842.332953,20690.71864,2057.0,,3364.9832549999996,1261.048164,1550.902407,2811.9505719999997,57066.86712
2011,A.3.2.1: Expenditures by year,5549.174121,5714.019644,364.2202262,11171.9893,3670.354021,2358.953747,17201.29706,16081.21041,5070.481042,21151.69146,2026.578065,,3619.5033270000004,1225.9140710000001,1657.206267,2883.1203379999997,58509.60424
2012,A.3.2.1: Expenditures by year,5658.380346,5978.711085,443.24396960000007,11701.23808,3573.93945,2867.547278,18142.72481,16303.78976,5183.63824,21487.428,2154.3,,3520.027158,1417.5745029999998,1718.914152,3136.488655,60521.30402
2013,A.3.2.1: Expenditures by year,5891.864692,6402.211095000001,389.82088210000006,12001.23328,3645.57309,2942.1088870000003,18588.915259999998,16597.197369999998,5253.317371,21850.514740000002,1382.6,,3657.079812,1461.480683,1619.238785,3080.7194670000003,61243.72595
2014,A.3.2.1: Expenditures by year,6130.228927,6786.348473,409.1936946000001,12326.18087,3727.746729,3459.2332530000003,19513.16085,16914.84001,5295.096814,22209.93682,1745.6293210000001,,3632.2261270000004,1506.7231,2045.433839,3552.156939,63978.881160000004
2015,A.3.2.1: Expenditures by year,6459.1313740000005,7239.243973999999,460.43312199999997,13124.85815,4083.680496,3562.093315,20770.63196,17627.98039,5492.269017,23120.24941,2090.273892,,3163.1562289999997,1578.3676710000002,2052.943812,3631.311483,66934.43144
2016,A.3.2.1: Expenditures by year,6640.145827,7702.514567,611.7002554,14299.83804,4237.335224,3794.7679329999996,22331.9412,17930.29179,5667.167237,23597.45902,1888.9912129999998,,3858.042905,1646.639234,3029.120248,4675.759483,71306.55447999999
2017,A.3.2.1: Expenditures by year,6898.116681,8259.591187,572.9723683,15161.69483,4452.157502,4032.325292,23646.17762,18638.50934,5897.243697,24535.75304,1916.440714,,4019.176257,1727.1703309999998,3203.2987980000003,4930.469129,74778.697
2018,A.3.2.1: Expenditures by year,7190.70892,8893.472742,598.0117839,16103.578269999998,4670.616497,4290.6988,25064.89357,19300.33747,6134.303456,25434.640919999998,2182.2556010000003,,4139.205956,1802.59616,3401.736378,5204.332538000001,78707.52203
1975,A.3.2.2: Percentage by year,10.97145165,11.32574185,0.9232151140000001,23.636771799999998,6.562597281,2.817772038,33.01714112,21.14832165,10.54154435,31.689866,5.506533168,,2.49028578,0.807666344,3.268098971,4.075765314,100.0
1976,A.3.2.2: Percentage by year,11.74353816,11.43123119,0.912932519,24.72661389,6.788084351,2.8324729680000003,34.34717121,20.65110812,9.776579408,30.42768753,5.479485121000001,,1.918613946,0.9125726609999999,2.826767663,3.739340323,100.0
1977,A.3.2.2: Percentage by year,11.65242976,11.14420876,0.895793505,26.37529671,6.9609018979999995,2.8300294360000002,36.16622804,20.00782183,9.000112899,29.00793472,4.945233797,,2.500972782,1.008812605,2.678386024,3.6871986289999996,100.0
1978,A.3.2.2: Percentage by year,12.7902653,11.91111404,0.942847309,26.73930382,6.985401339,2.724773595,36.44947875,17.82334758,9.660134189,27.48348176,5.346111237,,2.118949073,1.062512774,1.8952397440000002,2.9577525189999996,100.0
1979,A.3.2.2: Percentage by year,13.56885467,12.78499184,1.1384612379999999,26.65356107,6.665260053,2.822547947,36.14136908,16.81596189,10.73187103,27.54783292,3.840514442,,2.167816628,1.088718757,1.72144043,2.8101591860000004,100.0
1980,A.3.2.2: Percentage by year,13.73057435,13.161593,0.94442939,25.60305287,6.361759359,2.75766034,34.72247257,15.27239388,10.74487769,26.01727157,6.514147837,,2.146206828,1.15485974,1.608444715,2.763304456,100.0
1981,A.3.2.2: Percentage by year,14.26191671,11.73316294,0.784991971,24.20796875,6.865478525,2.794672457,33.86811973,17.52776885,10.34025509,27.86802394,5.988005748,,2.94406035,1.048553655,1.5031649569999999,2.5517186119999997,100.0
1982,A.3.2.2: Percentage by year,14.91779459,11.67118023,0.9252935440000001,24.65295892,7.092819477999999,2.931029466,34.67680787,16.96456022,9.777903617,26.74246383,6.689271231,,2.005411605,1.008823541,1.362953553,2.371777093,100.0
1983,A.3.2.2: Percentage by year,15.61928922,11.90151853,0.997554013,24.6910921,7.656461866,3.111782,35.45933596,16.20591765,10.62815313,26.83407078,4.666207781000001,,2.170112295,1.032159222,1.319752198,2.351911421,100.0
1984,A.3.2.2: Percentage by year,16.03099031,11.29358191,0.925010742,24.30550506,8.099984306,3.086507255,35.49199662,14.94045642,12.04877166,26.98922808,4.145783306,,2.8485020789999997,1.038500601,1.236406353,2.274906954,100.0
1985,A.3.2.2: Percentage by year,15.62102364,10.66420741,0.857792132,24.99072665,8.16109994,2.891013913,36.042840500000004,14.85343344,12.67949218,27.53292562,4.2512865369999995,,2.762385058,1.05482347,1.212715633,2.2675391030000003,100.0
1986,A.3.2.2: Percentage by year,15.729102,10.22245291,0.711622522,24.72506674,7.921045695,2.787627355,35.43373979,15.71730953,12.9434957,28.66080523,4.162407054,,2.7420344919999997,1.107020023,1.23081597,2.337835992,100.0
1987,A.3.2.2: Percentage by year,15.31411889,10.20217526,0.652992354,24.86328896,7.825985985,3.050967543,35.74024249,15.34443058,13.82120681,29.16563739,4.097130549,,2.389925949,1.159894466,1.277882646,2.437777112,100.0
1988,A.3.2.2: Percentage by year,14.87238511,9.927546541,0.621967209,24.87144109,7.841219955,3.278978057,35.9916391,15.89485003,13.94871324,29.84356327,2.743062987,,3.3311928089999996,1.282481606,1.3861613659999998,2.668642972,100.0
1989,A.3.2.2: Percentage by year,14.10814212,9.254949392999999,0.5919683720000001,24.46628334,7.73182139,3.470200512,35.66830525,16.1588961,13.92824415,30.08714026,2.752304168,,4.654285216,1.382193045,1.500712181,2.882905226,100.0
1990,A.3.2.2: Percentage by year,14.38209165,10.15201726,0.564042237,24.11741128,7.558069268,3.608328528,35.28380908,16.65171982,13.21613608,29.867855900000002,2.4611205369999998,,4.2715165310000005,1.4522766319999998,1.5652701830000002,3.0175468160000003,100.0
1991,A.3.2.2: Percentage by year,14.32186547,10.45903896,0.5377980960000001,24.02455082,7.316856498,3.66533842,35.00674574,16.92752209,13.22905333,30.15657541,2.021096242,,4.417348535,1.477288631,1.602242911,3.079531542,100.0
1992,A.3.2.2: Percentage by year,14.01156127,10.43442557,0.5180298010000001,23.5911419,7.15224238,3.7486939689999996,34.49207825,17.62511701,13.35089639,30.976013399999996,2.0047812780000003,,4.44452415,1.4658678319999998,1.6527184609999999,3.118586293,100.0
1993,A.3.2.2: Percentage by year,13.63761039,10.28130621,0.496773459,22.98927387,7.028291236,3.7421910869999997,33.75975619,18.17683918,13.15771077,31.33454996,1.873143939,,5.41442928,1.4075177230000002,1.794912846,3.2024305689999997,100.0
1994,A.3.2.2: Percentage by year,12.93157635,10.16809005,0.496698963,23.23900684,7.188424815,3.8758385769999997,34.30327023,17.85412262,13.43440479,31.28852741,1.602214084,,5.960697191,1.424860609,1.8240651030000001,3.2489257119999997,100.0
1995,A.3.2.2: Percentage by year,11.1464415,9.885540648,0.51037886,23.679088600000004,7.399494082,3.925738978,35.00432166,18.87577723,13.04805512,31.92383235,2.054947506,,5.961959642,1.494740144,2.017837695,3.512577839,100.0
1996,A.3.2.2: Percentage by year,10.26033683,9.608887903,0.545205529,24.07113031,7.461522748999999,4.034650104,35.56730316,19.50348587,12.99254659,32.49603245,2.163501867,,5.974551602999999,1.5158546290000001,1.868326029,3.384180658,100.0
1997,A.3.2.2: Percentage by year,9.891507342,9.060128646,0.515539509,23.43424241,8.391106369,4.540717843,36.36606662,20.96275089,12.64932555,33.61207644,1.5481777540000001,,5.487798131,1.525142604,1.9935629540000002,3.518705558,100.0
1998,A.3.2.2: Percentage by year,9.38100924,8.877606013,0.5755518279999999,23.73349428,8.327923506,4.128561518,36.1899793,21.86347239,12.73741945,34.60089184,1.717013973,,4.459389811,2.239015922,1.9595420680000002,4.19855799,100.0
1999,A.3.2.2: Percentage by year,9.112909975,8.815063692,0.5627607689999999,23.46848462,7.836369207000001,4.355379062,35.66023289,20.93051579,12.35742984,33.28794564,3.2453341510000002,,4.905148199,2.321657215,2.08894747,4.410604685,100.0
2000,A.3.2.2: Percentage by year,9.083488679,9.034182318,0.597693878,23.12458672,7.9976317020000005,4.14806696,35.27028538,21.91686595,11.65931376,33.57617971,2.831429562,,5.162516232,2.40827694,2.035947304,4.444224243,100.0
2001,A.3.2.2: Percentage by year,9.081152512000001,8.442630196,0.460856384,22.84890425,7.801122447999999,4.499991107,35.15001779999999,22.04606631,10.97698344,33.02304976,3.37961959,,6.177259855,2.503499957,1.7819139480000001,4.285413905,100.0
2002,A.3.2.2: Percentage by year,9.330342142000001,8.373969107,0.739083945,22.27756647,7.2834249170000005,4.282430358,33.84342174,22.60165412,10.48361862,33.08527273,3.50667085,,6.556186909,2.4788351730000002,2.086217394,4.5650525680000005,100.0
2003,A.3.2.2: Percentage by year,8.98703855,8.340283755,0.531216193,21.7993982,6.583632607,4.143747202,32.52677801,23.89858821,10.16117631,34.05976452,3.844668884,,7.036181775,2.687020744,1.987047574,4.674068318,100.0
2004,A.3.2.2: Percentage by year,9.183637079,9.04953399,0.588159337,21.64876723,7.116530919,4.124691959,32.88999011,24.27897739,9.945904743,34.22488213,2.781681738,,6.95469912,2.730381341,1.597035155,4.327416496000001,100.0
2005,A.3.2.2: Percentage by year,9.728406251000001,8.49955534,0.6016392770000001,21.84859126,7.0124512,4.059802375,32.92084484,24.16535697,9.6764324,33.84178937,3.50711779,,6.570156811,2.606793394,1.7236969309999999,4.330490325,100.0
2006,A.3.2.2: Percentage by year,9.479777786,8.966343235,0.660080724,21.10015002,6.974842434,4.417235805,32.49222826,24.35112985,9.25786469,33.60899454,4.462081158999999,,5.930798095,2.550953066,1.8487431369999998,4.399696203,100.0
2007,A.3.2.2: Percentage by year,9.454617951,9.330157647,0.507083374,21.659651500000002,7.327648836,4.134349395,33.12164973,24.56476554,9.212872837,33.77763838,3.219941786,,6.189181324,2.496758899,1.902970909,4.399729809,100.0
2008,A.3.2.2: Percentage by year,9.194431017000001,9.370382973,0.7674745559999999,22.0321705,7.190399066,4.413031883,33.63560145,24.84195379,8.879616036,33.72156983,2.764958744,,6.302894822000001,2.36571911,1.8769674969999999,4.2426866069999996,100.0
2009,A.3.2.2: Percentage by year,9.45457638,9.806142908,0.7495672870000001,21.55139828,7.397366329,4.15743663,33.10620124,25.02119637,8.956981191,33.97817756,2.85603424,,5.940525115,2.374422052,1.7343532130000001,4.108775265,100.0
2010,A.3.2.2: Percentage by year,9.275366936000001,9.783837482000001,0.518518548,19.63649677,6.291060746,3.8091747760000003,29.73673229,27.77160634,8.485366725,36.25697307,3.6045434139999997,,5.896562096,2.2097729,2.71769327,4.92746617,100.0
2011,A.3.2.2: Percentage by year,9.484210657,9.765951621000001,0.6224964789999999,19.09428279,6.273079555,4.031737656000001,29.39910001,27.48473626,8.66606621,36.15080247,3.463667361,,6.186169559,2.095235624,2.832366221,4.927601845,100.0
2012,A.3.2.2: Percentage by year,9.349402559,9.878688475,0.732376767,19.33408123,5.9052584999999995,4.738079135,29.97741886,26.93892675,8.564981083,35.50390783,3.559573005,,5.8161786410000005,2.342273561,2.840180297,5.182453858,100.0
2013,A.3.2.2: Percentage by year,9.620356372,10.45366035,0.636507456,19.59585753,5.952565806,4.803935163999999,30.3523585,27.10024107,8.577723333,35.6779644,2.25753737,,5.971354217000001,2.386335351,2.643925985,5.030261336000001,100.0
2014,A.3.2.2: Percentage by year,9.581644468,10.60716966,0.639576196,19.26601505,5.8265269129999995,5.406836115,30.49937808,26.43816163,8.276319808,34.71448143,2.728446152,,5.677226706,2.355031962,3.1970453410000004,5.552077303,100.0
2015,A.3.2.2: Percentage by year,9.649938358,10.81542611,0.687886805,19.60853011,6.101016185,5.321765254,31.03131155,26.33619202,8.205446582,34.54163861,3.1228679269999997,,4.7257534880000005,2.358080344,3.0670968110000003,5.425177155,100.0
